rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
5.0,Well worth a visit.  We went with Click Excursions.  We combined this with a tour of the Souks on horse drawn carriage  so our tickets were included & didn't have to queue,Beautiful gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,sueholly1,42 contributions,,"Written May 13, 2020"
5.0,"A beautiful site to go definitely when in Marrakech. The walk through the garden is beautiful, serene with trees plants artificial ponds with koi fishes, birds chirping, breeze blowing. Amidst all the greenery is the beautiful indigo building which is a museum. Loved the room with the berber tribe exhibit. Exhibiting the culture, jewelry, clothes, things they used.",Jardin Majorelle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Aug 2019 • Couples,,Chandrima(Rima),37 contributions,,"Written April 30, 2020"
5.0,This garden was very beautiful. Feels like you’re not in the city. Even though there are many people you can just relax and enjoy the garden. There’s a lot to see and you can take beautiful pictures here. It’s something else. Very nice. A must visit when in Marrakech.,Very beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019 • Friends,,elaishaley,"Vienna, Austria,540 contributions",,"Written April 27, 2020"
5.0,"I went to the Majorelle House and Gardens the day after Christmas Day in 2019. The line to ticket office near the entrance was a bit long but I had seen worse at other places in general. I bought the adult combined ticket at the ticket office because I'd planned on going to the YSL Museum and Gallery afterward. The Majorelle House and all of its grounds with its gardens are very pretty indeed and I love blue anyway however it was packed in there on that particular day. The museum in the house itself is a museum that preserves the history of the Berber people and photography isn't allowed inside of the museum. I liked the arts and crafts including metalwork that were being preserved by the museum. I love the gallery, book shop and gift shop - the items they sell are amazing and I wanted to buy practically everything! If I had the time during that day I would have stopped in the pretty outdoor cafe in the Majorelle House and Gardens but I only took a couple of quick pictures of the cafe instead. The cafe's tables were packed on that day too. I had to go and walk quickly down the street to the YSL Museum and Gallery nearby and spend time walking through there plus I had an appointment that afternoon for a hammam service at a spa. I do recommend going to see the Majorelle House and Gardens a lot though.","Very pretty with an interesting museum, lovely galleries, book shop, gift shop and a very cute outdoor cafe",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Dec 2019,,dundada,"United Kingdom,188 contributions",,"Written April 26, 2020"
5.0,"This is a must see in Marrakech.  Yes, it is crowded.  Go early.  Enjoy the cool garden in the morning with the early light and the striking blues and exotic plants and pools.",Highlight of 10 days in Morocco,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2020,,granbrandrew,"Florence, AL,197 contributions",,"Written April 23, 2020"
3.0,"Nice to visit, full of visitors, the museum inside was closed. Check it before going. You can arrive there just walking from the center. It takes 15 minutes max.",Nice place to visit.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2020 • Couples,,Francesco M,11 contributions,,"Written April 19, 2020"
4.0,"a definate must !  A oasis of beauty , peaceful and tranquil in this bustling city, vey impresive a must do",amazing,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Bradders,"Abridge, UK,5 contributions",,"Written April 18, 2020"
5.0,"Not realising that we should have booked in advance before we left the UK, we followed advice to arrive at the garden early - 8.30 a.m. and found only half a dozen people in the queue ahead of us. We were able to wander in peace for an hour before the coaches arrived!  We skipped the crowded cafe (good decision) and headed to the adjacent YSL Museum at around 10.30 and with our combined tickets were able to dodge the already lengthy queue. I can honestly say the Museum blew us away! The design of the building and the way in which  the exhibition of designs, films and biography has been curated was enthralling.  We found the cafe here excellent - smart, quiet, and not as pricey as it looks. Overall, come early; Le Jardin in late February was pleasant but not outstanding (but thank goodness it was saved from the developers) -  Do not miss the YSL museum.",Lovely garden but don't miss the YSL Museum.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,"CJ, Devon",2 contributions,,"Written April 17, 2020"
5.0,"The area around it was full of construction sites, roadworks, etc and we didn't thought it was going to be something WOW but it actually was. Inside the walls, it was like an oasis of quietness and just a great place to sit and relax. That blue color is stunning so it's definitely something that you need to add on your To See list if you visit Marrakech.",An oasis of blue within Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or870-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,May 2019,,Chris Shepherd,"London, UK,6 contributions",,"Written April 17, 2020"
5.0,This was a must see on my list for Marrakech. We traveled in February and it was still very crowded so I am not sure what it is like in high season. It was a beautful place to explore and walk around with friends. Just watch out for the influencers!,Magical!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Emh9010,"New York City, NY,99 contributions",,"Written April 16, 2020"
5.0,"Jardin Majorelle is an Instagram paradise! It was a beautiful escape from the hustle and bustle of Marrakech. We bought the combined ticket with the YSL and Berber museums as well, which should not be missed! When leaving, grab a taxi in front of the gardens. We wasted a lot of time trying to catch one back on the main street.",Beautiful!!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Isabella V,"London, UK,219 contributions",,"Written April 5, 2020"
5.0,"Simply stunning, the YSL Museum, the gardens, the Cafe. All fantastic. We thought it would be a short visit but the grounds are huge with some stunning features and the museum has so much in it. Take time to relax I’m the lovely shaded courtyard cafe before you leave",Worth a visit without doubt,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Paul In Spain,"La Cala de Mijas, Spain,29 contributions",,"Written April 4, 2020"
5.0,"This is one of three famous/must see gardens in Marrakech. We visited the day after Morocco closed its borders, and pubic galleries & museums were closing down. And being on edge about our immediate fate, we found this tranquil garden most soothing for jangled nerves. The garden is full striking colour counterpoints, both from the plantings and the colour decorations all around. This garden has been on our list for a long time & it didn’t disappoint. The other 2 must see gardens here are the Jardin Secret and the Palais Riad Lamrani. Both are amazing.",YSL retreat a true Wonder,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,John S,44 contributions,,"Written April 3, 2020"
5.0,Tranquility in amongst the frenetic happenings in Marrakesh. Would recommend a visit. Purchase the multi ticket to see the Berber museum and the YSL museum.  Get there early to beat the queues.,Beautiful Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Lisa H,31 contributions,,"Written March 31, 2020"
5.0,I loved this place!!! It's filled with many nooks for great pictures. One tip is go early to avoid the crowds. Enjoy definitely worth the visit.,Gorgeous,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Vicky F,5 contributions,,"Written March 30, 2020"
4.0,"It was a great site! So happy I did the “touristy” thing and visits YSL’s home. The colors, the layout, and the fashion we’re all very inspiring and captivating. Apart from dealing with several tourists sightseeing as well; this was a great venture! It’s worth your whole yo experience that piece of the culture!",Happy I went!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2020 • Couples,,SidneyBarth,"Atlanta, GA,60 contributions",,"Written March 29, 2020"
5.0,Beautiful and very well kept! Thank you YSL for recovering this beauty and preserving it to be a must-see in Marrakech!,Totally worth it!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Nov 2019,,sofiamelancia,"London, UK,14 contributions",,"Written March 27, 2020"
5.0,I spent a very pleasant morning at the Jardin Majorelle while on a trip to Morocco. It is a beautiful and serene spot and well worth a stop while in Marrakesh.,Beautiful and serene,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Deirdre F,"York,52 contributions",,"Written March 26, 2020"
4.0,"I did expect the gardens to be larger, but they were very well tended.  The water features were lovely.  I also enjoyed the shop of YSL goods.",Beautiful succulent gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or880-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,BAM73,"Sacramento, CA,220 contributions",,"Written March 24, 2020"
5.0,Beautiful gardens. Lovely to walk around. Very relaxing. The Berber muesem is very interesting nice too see different history.,Gorgeous gardens and cool muesems,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Meghan R,"Naas, Ireland,30 contributions",,"Written March 24, 2020"
4.0,"We really enjoyed visiting Jardin Majorelle. It felt truely relaxing, and the colours were really vibrant. My only criticism is the amount of selfie takers there were. As you walk along paths in the garden, it did get frustrating at times having to stop and manoeuvre around people taking selfies constantly.",Worth a trip out of the medina for,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Timetraveller1,"England,34 contributions",,"Written March 24, 2020"
3.0,"Along with visiting the Yves Saint Laurent museum next door, we visited the Jardin Majorelle. Tip:  Buy the combined ticket if you plan to visit the museum, and BUY IN ADVANCE TO AVOID QUEUES. The gardens themselves are very beautiful, but we found it a bit busy and also there are not many places where you can just sit down, and enjoy the scenery and peace and quiet.  It's more of a place you walk the path, and leave. Within the gardens, is the Berber Museum which is worth a visit but its not a lengthy stay. If you're looking for things to do, its not a bad way to spend an hour but I personally wouldn't advise to go out of your way to see.",Beautiful gardens but...,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,ExpatTravelFoodie,"Asia,218 contributions",,"Written March 23, 2020"
4.0,"The key to visiting the Jardin Majorelle is to go as early as possible, when it's cooler and the place is not overrun with the self-obsessed.  There are plenty of nice photos to be had, but only before it gets too crowded. We didn't visit the YSL museum through choice, but the Berber museum was very interesting and for us worth the small extra fee; it was just a little sad that photographs in there were banned and there was no leaflet available with photos to help us recall the interesting exhibits that we saw. A key point: The gardens of the Villa Oasis are not well signposted, nor are they mentioned on the leaflet available at the ticket office.  Worse still, on the day we visited they only opened a little later, and folk were standing in line waiting for them to open.  One wonders how many visitors see the Majorelle and come out without seeing or knowing about the Villa Oasis gardens. This attraction is definitely worth a visit, but if you don't go early, be prepared to be sickened by the narcissism and selfishness of the other visitors.  The books say it gets quieter near closing time, so if you can't rise early, try that.",Go very early to beat the narcissists!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Alan P,"Gateshead, UK,29 contributions",,"Written March 21, 2020"
5.0,"with the bright blue colors and garden, this is a photographers dream place. We were debating if we should visit this place or not in Marrakech, but decided to go. Buy it on your own instead of doing through the hotel as they will charge you a lot more. We spent about 1.5 hours and got some spectacular shots. We went on a Wednesday, and apparently the YSL museum next door is closed that day.",photographers dream,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Javed K,"Naples, Florida,177 contributions",,"Written March 21, 2020"
3.0,"Beautiful cacti garden, but rather small and many tourists which made taking pictures or standing still quite difficult. But we enjoyed our time there.",Jardin Majorelle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Lise L,2 contributions,,"Written March 21, 2020"
4.0,"A really nice place to coool down in a hot city. A nice garden with nice trees, flowers etc. I recomend to go when it open, as it get very crowded .",Nice garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Lars Skaug,"Trondheim, Norway,193 contributions",,"Written March 20, 2020"
5.0,"Bit of a trek finding the entrance but once there you’ll be greeted by friendly staff, who speak good English. There is an entrance fee to pay; discounts may be available. The gardens are almost fully accessible (may struggle with a wheelchair on the bridge, but everywhere else is accessible) Inside the gardens are beautifully kept, very serene and tranquil. There are lots of places to take photographs and sit and appreciate the gardens. Hard to believe your in the middle of Marrakesh as it’s so peaceful. The gardens can be busy with tourists of all nations. Although you do get a hand book when you pay the entrance fee; you’ll be as well just mooching about. Simply beautiful and expect to stay a good few hours.",Just beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Dipa97,"Rotherham, UK,91 contributions",,"Written March 20, 2020"
4.0,"We were really impressed. Beautiful grounds, buildings and incredible cacti. However, it was packed by about 10am and just one giant Instagram photoshoot - people dressed to the nines queueing to look pensively into the distance. Sign of the times! We enjoyed a nice coffee in the shaded cafe garden.",Beautiful place but got packed quickly,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Lou,7 contributions,,"Written March 20, 2020"
5.0,"Probably the best thing we did in Marrakech, the gardens are not huge but they are fabulous. Great tea at the restaurant.",Stunning garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or890-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Chris T,"Northampton, UK,569 contributions",,"Written March 17, 2020"
5.0,"We arrived early and were glad we did as there were long lines when we left at 11. The gardens are gorgeous and there is a nice book store. They are fairly small but very colorful. The Berber Museum is very interesting but no pictures allowed. I loved the displays of clothing and jewelry. The YSL museum had beautiful pictures, posters and was very sleek. You could take pictures of everything but his dresses, which was my favorite part. You could breeze through all 3 in less than 2 hours or spend more time to read in detail. Definitely worth a visit. I loved it.",Beautiful garden and museums,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,PittsburghBambi,"Pittsburgh,193 contributions",,"Written March 17, 2020"
5.0,"Beautiful garden to spend many hours wandering, peacefully sitting and gaining many many pictures. The best few hours of Marrakech were spent here.",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,AN9,"London, UK,13 contributions",,"Written March 17, 2020"
5.0,"Just loved this place and could not believe how beautiful, ordered and calming it was, despite the crowds.  Definitely get there as early as possible - we queued for around 40 minutes, arriving at 11am.  Check opening hours online as it is not open every day.  It is so worth having a refreshment in the cafe as it is a little oasis away from the crowds, has its now toilets and the traditional mint tea is lovely, coming with a little snack.  This allowed a lovely hour to just enjoy the ambiance.  It is only a 15-20 minute walk from the Medina and was very easy to find. Some nice, well-priced gift shops on the road odjacent if you don't want to brave the souks.",FABULOUS!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,DMB66,"Hitchin, UK,46 contributions",,"Written March 17, 2020"
5.0,"This was beautiful, we had a lovely wonder round. It was amazing being in the beautiful gardens and we had a lot of fun here. Would recommend on a sunny day and would definitely come here again",So so prerrt,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Natalieperrett59,"Manchester, UK,26 contributions",,"Written March 16, 2020"
3.0,If you want gardens then don't bother. There are many better in Marrakech. If you want to see where Yves Saint laurent and Hubby hung out then maybe of interest. Long queues and lots of people.,Rather dull gardens and not worth the trip from town. Long queues.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Andrew Gilfrid D,"Tenerife,37 contributions",,"Written March 16, 2020"
5.0,better to book your ticket upfront ! the place is crowded ! I don't know what to tell more. arrive early !,how beautifull !,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Libelulle3392,"Paris, France,18 contributions",,"Written March 16, 2020"
5.0,Spectacular garden where YSL himself lived. There is also a little museum shop and on specific days you visit his residence.,Very worthwhile!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,MaxRemerir,"Las Palmas de Gran Canaria, Spain,36 contributions",,"Written March 16, 2020"
5.0,We had a lovely hour here. I recommend that you go early in the morning as it gets very crowded with the selfie brigade. Luckily we were part of a small group so we did not have to wait in the growing queue to get in - we were ushered to the front much to other people's annoyance. There are several picturesque spots and the little Berber museum was interesting too.,Lovely Oasis in the desert,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Colourqueen99,"Brentwood, UK,69 contributions",,"Written March 16, 2020"
4.0,"There were a Long que until we Got into the garden. We weren’t prepared for that, but it’s good to know that you should expect that. The museum was closed that Day (wedensday) which we couldn`t read in the guide books. It was a shame ‘cause we realt wanted to go there and we could easily had gone there another Day if we knew. But the place is stunning, the Colors are so beatiful. But you should expect a lot of other turists there as Well.",Beautiful place,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Kristine,2 contributions,,"Written March 16, 2020"
5.0,"This was an amazing little trip in the heart of Marrakech, a beautiful botanic garden. I took amazing photos and got off the buzz of the square for a while.",COLORFUL INTERESTING PLACE,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or900-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jun 2019,,Katie.Saunders,"New York City, NY,5 contributions",,"Written March 15, 2020"
5.0,Beautiful garden with a lovely restaurant. Different colours pots and plants from 5 different continents,Must visit,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,london201543,"Belfast, United Kingdom,56 contributions",,"Written March 15, 2020"
3.0,I found the Berber and YSL museums much more interesting than the garden which is mostly cacti and succulents although there were some pretty awesome examples.  Too many people spending too much time taking selfies with their friends and cacti.,If you visit .do not miss the small Berber Museum,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2020,,bsilkie,"Oakland, CA,50 contributions",,"Written March 14, 2020"
5.0,Gorgeous little trip to these beautiful gardens. Perfect to escape the midday Moroccan heat. We had a lovely few hours here.,Colourful paradise,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Barbarapj,"London, UK,6 contributions",,"Written March 14, 2020"
5.0,Beautiful escape in Marrakesh with gorgeous colors and gardens! A must when visiting Marrakesh in Morocco.,Gorgeous gardens!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Kristin Flor,3 contributions,,"Written March 14, 2020"
5.0,Must see when in  Marrakesh. Although the villa of YSL can not be visited. The garden is a delight. And the museum top.,YSL,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,peter b,"Berlaar, Belgium,15 contributions",,"Written March 14, 2020"
3.0,Nice small garden. Need 30 minutes here. Do really dislike all the instagrammers - everywhere are rows/lines for people because they all want to make pictures/selfies at some nice spots. Other visitors are blocked and can't pass true.,Busy and crowded,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,maejbakkertal,"Haarlem, The Netherlands,41 contributions",,"Written March 14, 2020"
5.0,"exquisite, beautiful. Loved this wonderful garden in Marrakech.  Great palce to take pictures. Takes about 45 mins to 1 hour.",Jardin Majorelle,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Vasuki N,7 contributions,,"Written March 13, 2020"
4.0,"In case that you have plenty of time to spend in Marrakesh, then go there - be ready to wait for 30 -45 min at the ticket office (unless if you book it through their official site). Its so famous because of YSL (who created it). The place is very nice with plenty of plants but crowed at the same time.",Nice to be visited,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2020,,Paul V,"Elounda, Greece,1,175 contributions",,"Written March 13, 2020"
4.0,"Jardin Majorelle was a beautiful relaxing few hours and the YSL museum was worth the visit even on it's own merit.The Restaurant served excellent food at Lunch time. ,",Amazing Experience,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,DJP,"Amalfi Coast, Italy,3 contributions",,"Written March 13, 2020"
5.0,Friendly staff and beautifully maintained gardens. Especially loved the blue accents everywhere.  Highly recommend.,Beautiful and colorful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or910-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Once A Year Vacationer,"New Baltimore, MI,154 contributions",,"Written March 13, 2020"
5.0,"The gardens are a haven of peace compared with Marrakesh, very beautiful. I would advise going early or later in the day to avoid long queues",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,steveg43_13,"London, UK,21 contributions",,"Written March 13, 2020"
5.0,After the busy souks it was lovely to enter the calm of the Jardin Majorelle. The plants are amazing and the blue of the artist's house and other areas is stunning. The cost was reasonable (70 MAD) and I would definitely recommend a visit here.,Beautiful gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,Janhay,"Bromley,30 contributions",,"Written March 13, 2020"
5.0,"Visited here 14 years ago, and it's still wonderful. The cacti and bamboo have grown bigger, the famous  colours pop, and the memorial stone to YSL and Berge is  moving. Make sure you go when it opens (8.00am) to avoid the queues and crowds, and ensure you buy the ticket for all 3 so that you can  visit the excellent berber museum in the grounds. A great little cafe for mint tea and almond pastry, + a couple of little shops added now.",Still wonderful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Pam G,"Swindon, UK,161 contributions",,"Written March 13, 2020"
4.0,"What an amazing place, so calm. A smallish garden but beautifully kept. You must get there early to avoid the crowds. Liked the Museum as well.",Peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,D5958EMdavid,"London, UK,100 contributions",,"Written March 13, 2020"
5.0,"Just a lovely and tranquil setting away from the city. The colors, plants, layout is so well done. A beautiful gift shop and cafe. A real highlight.",Spectacular retreat from the city,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Solo,,SeeingTHEworld2012,"Victoria, Canada,857 contributions",,"Written March 12, 2020"
5.0,"I have wanted to visit these gardens for a long time and I was not disappointed. The cacti are amazing and the blue building is stunning. I had the same feeling in this place as I did in Frida Kahlo’s house (The Blue House) in Mexico, very calming & peaceful. I advise you get there early before the crowds to experience the same, it opens at 0830. Well recommended.",Stunning,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Friends,,LighthouseFanatic,"Inverness,359 contributions",,"Written March 12, 2020"
5.0,"A beautiful oasis well worth a visit. Get the ticket that does everything, cafe there lovely and not bad on price.",Breathtaking,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,suz40_11,"Huddersfield, UK,5 contributions",,"Written March 12, 2020"
5.0,Busy. But worthy of a visit. There is a lot to see and I would suggest you take a camera or mobile phone to take pictures,Peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Sankofa123,"Bristol, UK,35 contributions",,"Written March 12, 2020"
3.0,It was quite crowded even right when it opened - and quite small. It was nice but I'd recommend the secret garden instead.,Nice but not a must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,sclark9,"Philadelphia, PA,20 contributions",,"Written March 12, 2020"
3.0,"Nice place to visit but I would not loose sleep if you miss it.  We found the Cyber gardens near the old city just as nice - more open and free ,!",Nice to visit but could have missed it off trip,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or920-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Flackwell,"Flackwell Heath, UK,22 contributions",,"Written March 12, 2020"
4.0,"..but it´s not a ""Must See"". And it is crowded. But if you have enough time in Marrakech, you can have a look...",Very Nice Garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020,,Achim B,"Falkensee, Germany,8 contributions",,"Written March 12, 2020"
2.0,"A lot is made of this being a ‘must-do’ in Marrakech. I disagree. I feel it is more a ‘can-do’ if you are bored walking the endless Medina. It costs MAD 70 (about US$9) just for the garden( extra 110 to also visit the museum which is about a block away. The 30-minute lines to buy a ticket seem to be always there, and you only get shade about half the time. The garden itself is honestly just meh. Very crowded, with at least 10-20 people in line to get a picture at specific spots. The plants are all desert varieties of palm trees and cacti from all over the world, but unless you are a serious succulent geek, they are just spiny plants. There is a Koi pond with about 10 fish. You walk this crowded cement walkway around the garden and then you’re out. There is a Berber museum inside the garden which costs an extra 10 and I skipped. Bottom line, some nice benches in the shade to sit at for a lot of money and after a long line.",Just ok,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Family,,Gabriel M,"Palo Alto, CA,198 contributions",,"Written March 12, 2020"
3.0,"Yes, the gardens are beautiful and, once you have completed your circuit, you may find it rewarding to take a more relaxed stroll in the opposite direction. However, our enjoyment was tempered by the large proportion of people who seemed uninterested in the garden and more interested in endless photos of themselves posing. For a more enjoyable (and free) garden experience, sit down and relax in the Cyber Park, just Northwest of the Koutoubia mosque.",Get there early,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or930-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2020 • Couples,,Farle,"Inverness, UK,13 contributions",,"Written March 12, 2020"
